,feature name,feature value,min,1q,median,3q,max,mean,sd,n,kfold
0,stroke_severity_arrival,0.0,-44.18861384878866,28.580594194596635,31.98299821967259,34.71722051225603,50.59280454150401,30.817370567828572,6.378974691599022,7335,0
1,stroke_severity_arrival,1.0,3.3826989354472605,44.0887922222889,48.841316214203836,52.606152027156206,78.61017887022346,48.29270960548354,5.856324093459672,7592,0
2,stroke_severity_arrival,2.0,9.035315175321884,39.64576213993947,43.342399721331894,45.70233814666979,95.45290700421668,42.62348764458069,4.823717093176351,9468,0
3,stroke_severity_arrival,3.0,-21.400106829330326,28.72669473267044,31.41577618434094,33.306677727317435,74.85284118029288,30.834489654133307,4.561395029957909,8320,0
4,stroke_severity_arrival,4.0,1.9551072048209608,31.758550309489948,34.08238868999528,35.558388861864806,62.61786506062839,33.47489019803535,3.4541258673339716,6674,0
5,stroke_severity_arrival,5.0,-2.350938794631511,25.803956989888103,27.63283022961579,29.228730270424858,48.614964640541004,27.582671117601596,2.9446946812262,5089,0
6,stroke_severity_arrival,6.0,-9.87444004498422,18.776499695831443,20.662992540202104,22.36161735242233,55.770190411345105,20.476514597051217,3.9619632313491757,4168,0
7,stroke_severity_arrival,7.0,-23.941536426292732,6.274687896689866,8.728743719048799,11.717702442295849,43.397471585171296,8.853686048217675,5.027631610709453,3212,0
8,stroke_severity_arrival,8.0,-38.39280567582696,-3.064173232808243,0.19321217835415155,3.4222750493558123,54.980147107960654,0.4711526031232793,5.791331547156899,2660,0
9,stroke_severity_arrival,9.0,-52.029964377717114,-14.289604197116569,-10.625599009124562,-5.411041277106851,30.519450517883524,-9.544595170455045,7.4449981546163455,2197,0
10,stroke_severity_arrival,10.0,-65.11260512760374,-25.505422341180964,-19.428975342642516,-14.38963781577535,25.38259031010326,-19.742301107723765,9.435488913531815,1825,0
11,stroke_severity_arrival,11.0,-58.48422441842035,-32.98046437399229,-25.640691908611913,-17.219166709627025,36.38548934640363,-24.75518872261252,11.20088352347803,1672,0
12,stroke_severity_arrival,12.0,-69.39166504146066,-45.15260216365219,-37.33667058873456,-28.692148299583934,28.667497196216136,-36.13907427784979,11.981246304512045,1402,0
13,stroke_severity_arrival,13.0,-107.58698190368246,-57.50961612196639,-50.91857538630254,-40.33332195969066,7.140783312683925,-48.02336883172164,13.283313714818567,1359,0
14,stroke_severity_arrival,14.0,-89.12925162946573,-70.06580802643089,-62.56745888827369,-50.14294548158185,-5.570915545392782,-59.25095249270483,14.137877172371535,1232,0
15,stroke_severity_arrival,15.0,-110.01641810235101,-80.77159906172193,-71.77569602907636,-58.28183536966331,-9.216819133246318,-69.03889496704312,15.386795197689949,1137,0
16,stroke_severity_arrival,16.0,-126.83593736730981,-88.23103497785166,-78.4109120717086,-65.70629449228407,5.520798757895827,-76.0368901729284,16.442136520926596,1090,0
17,stroke_severity_arrival,17.0,-124.98712238464039,-99.68843178173992,-86.81615727551281,-72.88048220011406,1.8048233882524074,-84.93730030733673,18.054427933206885,1199,0
18,stroke_severity_arrival,18.0,-141.37411226652563,-113.96755362973083,-101.97727270003408,-88.37931025447324,5.212729840921238,-99.33545514375545,18.11000774091783,1113,0
19,stroke_severity_arrival,19.0,-147.89112794987625,-119.98523056158795,-109.38714198840782,-95.48451639415464,5.247633206909523,-105.86022909879058,18.317817398222882,1102,0
20,stroke_severity_arrival,20.0,-177.48857756680343,-130.93748016493396,-120.06424851112068,-103.20257308340864,-17.1351944434084,-115.88769243796534,19.7226485566041,963,0
21,stroke_severity_arrival,21.0,-160.01285769939423,-136.9395188364107,-127.93978761968202,-114.13189858489903,-56.058592344266366,-123.82429617292469,18.143256888373276,920,0
22,stroke_severity_arrival,22.0,-163.02835184046532,-140.54511244004593,-131.98735291376244,-117.5666798025358,-41.355056416383015,-127.14551750732187,18.635149746860883,870,0
